id,date,time,shop,category,subcategory,item,qty,unit,unit_price,amount,paid_by,notes,source,synced_at
bhw4ln4-0-1lheyed,2026-08-21,13:22,CARGILLS FOOD CITY,Grocery,Beverages,Sunquick Guava+Strawberry,1,pc,850,850,card,Invoice 199,scan,8/21/2026
bhw4ln4-1-5kz1i2,2026-08-21,13:22,CARGILLS FOOD CITY,Grocery,Snacks & biscuits,Munchee Bourbon Biscuits,1,pc,160,160,card,Invoice 199,scan,8/21/2026
bhw4ln4-2-40o038,2026-08-21,13:22,CARGILLS FOOD CITY,Grocery,Bread & bakery,Finagle Swiss Roll Coffee,1,pc,685,685,card,Invoice 199,scan,8/21/2026
bn3letd-0-nhg5yh,2026-08-19,20:25,CARGILLS FOOD CITY,Grocery,Vegetables,Capcium,0.096,kg,790,75.84,card,Invoice 149,scan,8/21/2026
bn3letd-1-1nhk72v,2026-08-19,20:25,CARGILLS FOOD CITY,Grocery,Meat,Goldi Supreme Chicken Sausages,1,pc,410,410,card,Invoice 149,scan,8/21/2026
bn3letd-2-qyag0m,2026-08-19,20:25,CARGILLS FOOD CITY,Grocery,Vegetables,Big Onion,0.288,kg,290,83.52,card,Invoice 149,scan,8/21/2026
bn3letd-3-2680pm,2026-08-19,20:25,CARGILLS FOOD CITY,Grocery,Vegetables,Long Beans,0.132,kg,420,55.44,card,Invoice 149,scan,8/21/2026
bn3letd-4-1sf5ubo,2026-08-19,20:25,CARGILLS FOOD CITY,Grocery,Snacks & biscuits,Oateo Instant Oats,1,pc,300,300,card,Invoice 149,scan,8/21/2026
bn3letd-5-63vo26,2026-08-19,20:25,CARGILLS FOOD CITY,Grocery,Salt & spices,My Choice Red Dhal Pkt,1,pc,144,144,card,Invoice 149,scan,8/21/2026
bn3letd-6-39umbf,2026-08-19,20:25,CARGILLS FOOD CITY,Grocery,Dairy & milk,Highland Plain Yoghurt,4,pc,80,320,card,Invoice 149,scan,8/21/2026
bn3letd-7-19ug8ms,2026-08-19,20:25,CARGILLS FOOD CITY,Grocery,Eggs,Havana Brown Egg Large,1,pc,590,590,card,Invoice 149,scan,8/21/2026
bn3letd-8-1bejtbs,2026-08-19,20:25,CARGILLS FOOD CITY,Grocery,Vegetables,Tomato,0.114,kg,560,63.84,card,Invoice 149,scan,8/21/2026
bn3letd-9-1jwjik5,2026-08-19,20:25,CARGILLS FOOD CITY,Grocery,Vegetables,Coconut Jumbo,1,pc,165,165,card,Invoice 149,scan,8/21/2026
bn3letd-10-1ms2uhj,2026-08-19,20:25,CARGILLS FOOD CITY,Other,Miscellaneous,KFC Offer,1,pc,0.01,0,card,Invoice 149,scan,8/21/2026
boxrg8g-0-13kfmiz,2026-08-18,19:05,SCOPE CINEMAS,Dining out,Tea shop / snacks,Popcorn Combo - Cheese & Coca-Cola 300ml,1,pcs,1550,1550,card,Invoice 1569694,scan,8/21/2026
b1ank8lg-0-1mafi7b,2026-08-10,17:35,P&S,Dining out,Takeaway,Dosai,3,pcs,140,420,cash,Invoice 288-699927,scan,8/21/2026
